,content
4859,　　● 成果丰硕迎来众多大咖合作伙伴——
4860,　　已拥有包括中国银联、海航集团、华为、小米、美图、新浪、京东等超过200家知名企业签约客户，同时也是中国移动的战略合作伙伴，英伟达的平台级合作伙伴。
4861,　　用2016年最流行的语言来说，商汤科技是一家做人工智能(AI)的公司。那么，今年商汤科技将如何在CES上进一步刷新大家的认知呢？
4862,　　看点一：前十大手机国产厂商的共同选择
4863,　　近两年手机产品在配置上的同质化，各大手机厂商纷纷在拍照、摄像等功能上花费心思，“双镜头”、“人脸识别”、“微笑抓拍”等多种功能也在考验着手机厂商在软件功能方面的优化，而商汤科技正是这些功能的底层供应商。
4864,　　凭借商汤科技的深度学习技术，目前市场上主流手机均可提供人脸检测、拍照、双摄像头以及智能相册等解决方案，同时可带来包括人像美颜、背景虚化、先拍照后对焦、暗光拍照、光学变焦等功能。不仅赋予全新的用户体验，提升用户粘性，同时也成为手机厂商提升其竞争力“最重要卖点”拍照影像功能的关键。
4865,　　目前，商汤科技已为国内众多知名手机厂商提供解决方案，其中不乏360奇酷、OPPO、VIVO、华为、小米等用户最喜爱的品牌。
4866,　　此外，商汤科技还将展示基于SenseAR增强现实感引擎的最新功能和应用。去年年初，以个性化趣味贴纸等人脸AR特效一炮而红的FaceU，其背后正是源于SenseAR。而国内包括小咖秀、一直播、熊猫直播等绝大多数可提供人脸AR特效的短视频和直播平台中，也都是基于商汤科技的SenseAR引擎所开发的。
4867,　　看点二：硅谷股神老黄的平台战略伙伴
4868,　　2016年美股的第一神股非英伟达莫属，短短半年凭借人工智能方面的成功使其价值翻了三番，而英伟达的创始人兼首席执行官黄仁勋先生也对商汤科技青睐有加。
4869,　　人工智能和深度学习的火爆，推动着劳动密集型行业的转型和变革。以智能视频为基础的智慧城市则是首当其冲的领域。在这方面，英伟达的GPU与商汤科技的算法在此领域中可谓相得益彰，为智慧视频提供最完美的支持。
4870,　　商汤科技在去年安博会上展示的SenseFace人脸布控系统，为海量视频监控系统赋予智能化引擎，实现了在大规模视频监控系统中进行实时大库人脸识别。此次CES，商汤科技将展示运行于英伟达嵌入式平台上的SenseFace系统，支持实时的人脸检测跟踪识别和属性，通过拓展到更多类型的应用平台，为智慧城市提供多方位的解决方案。
4871,　　据悉，英伟达将在此次CES中展示一套低成本、低功耗的人脸识别系统，这一系统运行于商汤科技的算法库之上。
4872,    这几天，春运抢票大战进入了最后冲刺阶段。不同于前几年用刷票软件免费刷票的模式，今年，各大平台对有偿抢票服务趋之若鹜。选好车次和抢票套餐，消费者还可以购买“插队券”提升抢票成功的概率，一张回家过年的火车票，竟需多掏低至几十元、高至百余元的服务费。（1月2日新华社电）
4873,    各网络平台力推有偿抢票，终于让他们显露庐山真面目了。赤裸裸的有偿不仅一把揭开了他们温情的面纱，表达出了一些人无利不起早的欲望，而且还以金钱买断“插队”的做法，无底线地践踏了道德。在这种以铁路公共资源为摇钱树的做法面前，人们不禁想起了那些曾以插队买票牟利的黄牛们，甚而纷纷产生了有偿抢票和倒票黄牛一样的质疑。
4874,    有偿抢票和倒票黄牛确实没什么两样。网络平台以人们的归家心切为软肋，以无形的网络为陷阱，以铁路12306大力改革下的便民为机遇，打着神器的旗号，鼓吹着自己的“神功”，做着一本万利的美梦。看吧，他们的生意几乎零风险：不能承诺抢票百分百成功，只能表示抢票失败退款，抢票成功则不退费。真正是成则赚钱，败也不亏。
4875,    其实，网络平台的“神功”并非自我鼓吹的那么神。据新闻可见，一边花66元在智行购买抢票服务不停刷票，一边自己“人机大战”的李女士，就用“每次都赶在智行之前把票抢了”和见证了“神器”并没那么神。李女士的经历并非个案，可见，所谓的抢票神器也无非靠着“买不到不亏本，买到了就赚到了”的宗旨赚钱罢了。
4876,    这不由让笔者想起短信诈骗的原理。谁都知道电话诈骗不可信，也很少有人让他们得逞，然而他们为什么不停下欺骗的手段呢？归根结底，在于成本低廉：假设骗子只能骗到千分之二的人，一千条短信100元，只要每个人骗到50元就能收回成本。实际上大量短信包月费用很低，而骗子骗人的数额也远远高于50元。网络购票情同此理。他们买票就算和我们一样的成功率，只要有人通过平台买到了，他们的“有偿服务”也就赚到了。
4877,    看破了那不堪一击的“神功”，我们的迷信思想就大可不必。即使是抱着侥幸思想去网站试试，也并不可取。一方面，购票者在第三方网站购票输入的身份信息，极有可能被其利用来注册账号，致使个人信息被泄露，带来经济损失的风险，造成行程冲突、反复核验身份证等诸多不便。另一方面，“只要付钱就可以插队”，公然怂恿插队，用金钱毁坏公共秩序，破坏购票公平环境，增加了12306的维护成本，最终损害的是大多数旅客的购票利益，其影响又岂在一人、一票？
4878,    近日，新华社转发的《在互联网上你也别那么任性》中提到：“互联网其实并不虚拟，网络世界一样需要规则。”那些无视规则的网络黄牛们，他们的行为已足以戴上道德的枷锁。为了更便利的归家之旅，让我们早些识破他们的黄牛面目，理智抉择，共同守护好文明有序的购票环境。　胡辉
4879,    一年一次的电子盛宴——国际消费电子展（CES）将于1月5日至1月8日在美国拉斯维加斯举行。分析人士表示，在这个全球各大电子产品企业展示先进科技的舞台上，历年来均不缺乏亮点和投资机会，其中，在2016年CES中备受追捧的增强现实主题，在今年有望继续成为展会主角，并带动A股市场相关概念股走强。
4880,    从相关概念股的市场表现看，《证券日报》市场研究中心根据同花顺统计显示，昨日，京东方A（8.39%）、美盛文化（6.21%）、安妮股份（5.46%）、道明光学（4.27%）、卓翼科技（2.84%）、金运激光（2.34%）等相关概念股均有不俗表现，而从资金流向上看，京东方A昨日大单资金净流入78707.32万元，在概念中居首，此外，美盛文化、大华股份、华峰超纤、道明光学等4只个股大单资金净流入均在1000万元以上，分别为：2402.59万元、1835.11万元、1566.71万元、1414.96万元。
4881,    在2016年，AR产业的巨大魅力已逐步得到市场的认可，其中，AR游戏PokemonGo在去年下半年上线后曾一度引发全球范围的疯狂追捧，在此背景下，国内互联网巨头也持续加码AR领域布局，其中，腾讯在今年奥运会期间推出了AR火炬传递，而阿里巴巴集团旗下支付宝在不久前也推出了“AR实景红包”，且从数据上看，巨头们的AR营销均收到了显著的效果。
4882,    而业内人士也表示，与VR在硬件、软件和内容上的稳步发展不同，AR由于硬件门槛不高，应用中和真实生活更为贴近，因而具有更强的社交属性，也更容易产生现象级产品，并出现爆款推动的脉冲式发展。
4883,    事实上，伴随着12月21日支付宝AR实景红包上线，市场已经对沪深两市相关概念股进行了一轮热捧，包括苏大维格等概念股均实现大幅上涨。而对于AR板块后市投资机会，通过对国泰君安、长江证券、民生证券、中航证券、华创证券等知名券商的AR相关研报梳理发现，除CES开幕在即短期内将为AR主题提供催化剂外，随着春节临近，新一轮支付宝与微信的“春节红包大战”或将围绕AR展开，而这势必再度加强AR主题整体的关注度。
